transaction_id,customer_id,product_id,order_date,order_value,payment_method,device_type,discount_applied,shipping_delay_days,fraud_label
TXN0000289,CUST000533,PROD00732,2023-06-03,483.87,PayPal,Mobile,0.14,1,0
TXN0000290,CUST020587,PROD00213,2023-04-30,374.47,PayPal,Mobile,0.3,9,0
TXN0000291,CUST017892,PROD00694,2023-07-25,757.69,Debit Card,Tablet,0.02,10,0
TXN0000292,CUST022787,PROD00981,2022-07-17,263.62,Debit Card,Mobile,0.02,2,0
TXN0000293,CUST014998,PROD00076,2020-08-23,146.18,Credit Card,Mobile,0.41,3,0
TXN0000294,CUST010342,PROD01912,2020-09-27,442.46,UPI,Tablet,0.18,8,0
TXN0000295,CUST001200,PROD01543,2022-08-17,314.86,PayPal,Desktop,0.06,3,0
TXN0000296,CUST001567,PROD01774,2022-09-04,430.63,PayPal,Mobile,0.26,5,0
TXN0000297,CUST014319,PROD01822,2021-03-30,198.6,UPI,Desktop,0.38,7,0
TXN0000298,CUST016260,PROD01418,2021-10-15,59.39,Crypto,Desktop,0.11,5,0
TXN0000299,CUST023826,PROD00870,2019-06-11,193.06,Crypto,Mobile,0.31,6,0
TXN0000300,CUST010526,PROD00211,2019-06-13,686.19,PayPal,Desktop,0.04,5,0
TXN0000301,CUST023517,PROD00873,2019-12-08,352.53,PayPal,Desktop,0.03,7,0
TXN0000302,CUST011553,PROD01260,2021-06-09,415.2,Credit Card,Mobile,0.27,4,0
TXN0000303,CUST013311,PROD00745,2021-11-16,659.47,Debit Card,Mobile,0.27,10,0
TXN0000304,CUST019909,PROD01389,2023-05-20,414.19,Credit Card,Mobile,0.32,7,0
TXN0000305,CUST021141,PROD00751,2021-01-11,62.97,Crypto,Mobile,0.36,6,0
TXN0000306,CUST022252,PROD00922,2024-04-27,229.72,PayPal,Desktop,0.49,5,0
TXN0000307,CUST018807,PROD00282,2021-12-20,711.33,UPI,Desktop,0.26,5,0
TXN0000308,CUST008180,PROD01968,2019-08-21,457.99,Debit Card,Desktop,0.16,0,0
TXN0000309,CUST018405,PROD00242,2020-06-20,445.45,UPI,Mobile,0.4,4,0
TXN0000310,CUST009358,PROD01422,2024-02-20,335.69,Debit Card,Mobile,0.14,7,0
TXN0000311,CUST002427,PROD00926,2019-12-20,339.81,Credit Card,Tablet,0.22,7,0
TXN0000312,CUST010473,PROD01368,2020-12-12,412.1,Crypto,Tablet,0.04,1,0
TXN0000313,CUST009829,PROD01744,2019-11-19,593.82,Debit Card,Desktop,0.01,10,0
TXN0000314,CUST003977,PROD00412,2023-06-11,18.71,Debit Card,Desktop,0.48,2,1
TXN0000315,CUST018155,PROD01173,2021-01-25,52.01,Crypto,Mobile,0.42,7,0
TXN0000316,CUST002826,PROD00135,2020-09-25,330.02,UPI,Tablet,0.35,6,0
TXN0000317,CUST013417,PROD01687,2022-03-23,448.3,Debit Card,Desktop,0.2,1,0
TXN0000318,CUST014745,PROD00955,2022-10-24,865.15,PayPal,Mobile,0.09,8,0
TXN0000319,CUST018066,PROD01311,2022-04-18,863.73,Debit Card,Desktop,0.08,2,0
TXN0000320,CUST001816,PROD01703,2019-09-12,321.87,Debit Card,Desktop,0.13,8,0
TXN0000321,CUST010573,PROD01915,2022-12-23,608.26,PayPal,Tablet,0.27,3,0
TXN0000322,CUST002585,PROD00514,2020-02-07,337.63,Crypto,Desktop,0.36,10,0
TXN0000323,CUST009923,PROD01259,2021-12-28,442.45,Crypto,Tablet,0.33,1,0
TXN0000324,CUST019027,PROD00316,2019-12-17,13.71,Crypto,Tablet,0.14,10,0
TXN0000325,CUST011064,PROD01726,2024-03-07,425.14,Credit Card,Mobile,0.48,9,0
TXN0000326,CUST021020,PROD01580,2022-03-27,221.82,Debit Card,Tablet,0.37,4,0
TXN0000327,CUST020939,PROD00063,2021-10-16,589.06,Crypto,Desktop,0.28,10,0
TXN0000328,CUST009900,PROD00990,2020-05-16,389.34,UPI,Desktop,0.31,10,0
TXN0000329,CUST022565,PROD00123,2019-11-20,759.49,UPI,Desktop,0.21,7,0
TXN0000330,CUST011148,PROD01243,2019-10-22,58.52,PayPal,Tablet,0.12,5,0
TXN0000331,CUST011318,PROD01998,2021-03-27,446.33,PayPal,Tablet,0.18,2,0
TXN0000332,CUST010457,PROD00496,2021-08-13,229.17,PayPal,Desktop,0.38,1,0
TXN0000333,CUST003173,PROD00104,2020-08-17,271.74,Crypto,Desktop,0.01,6,0
TXN0000334,CUST005234,PROD01667,2020-11-01,767.67,PayPal,Mobile,0.06,9,0
TXN0000335,CUST016328,PROD01055,2021-08-14,298.45,PayPal,Desktop,0.02,7,0
TXN0000336,CUST012886,PROD01036,2021-07-25,428.49,Debit Card,Tablet,0.02,3,0
TXN0000337,CUST001657,PROD00577,2021-10-10,464.49,UPI,Desktop,0.43,9,0
TXN0000338,CUST003523,PROD00883,2019-10-02,622.06,PayPal,Desktop,0.35,4,0
TXN0000339,CUST013127,PROD00105,2022-03-13,22.97,Debit Card,Desktop,0.24,8,0
TXN0000340,CUST002410,PROD00792,2021-10-29,411.14,Crypto,Desktop,0.05,7,0
TXN0000341,CUST020423,PROD01394,2022-06-05,231.92,Debit Card,Mobile,0.25,1,0
TXN0000342,CUST011112,PROD01143,2024-04-06,429.84,Debit Card,Mobile,0.24,5,0
TXN0000343,CUST013153,PROD01025,2019-03-24,287.87,Credit Card,Mobile,0.09,0,0
TXN0000344,CUST015524,PROD01064,2021-07-24,616.47,Crypto,Tablet,0.22,2,0
TXN0000345,CUST020090,PROD00653,2019-11-29,515.48,Crypto,Tablet,0.2,6,0
TXN0000346,CUST019456,PROD00689,2021-11-04,39.12,Crypto,Desktop,0.31,8,0
TXN0000347,CUST009824,PROD00973,2023-07-29,505.37,PayPal,Desktop,0.32,0,0
TXN0000348,CUST013650,PROD01196,2020-09-22,324.96,Credit Card,Tablet,0.02,10,0
TXN0000349,CUST021483,PROD01604,2024-06-13,696.88,Crypto,Mobile,0.19,9,0
TXN0000350,CUST019121,PROD00984,2019-12-16,643.95,Crypto,Desktop,0.31,8,0
TXN0000351,CUST022307,PROD00497,2019-03-06,293.72,Credit Card,Mobile,0.25,9,1
TXN0000352,CUST010280,PROD00858,2019-11-07,516.75,Debit Card,Desktop,0.43,6,0
TXN0000353,CUST020037,PROD01886,2021-08-23,89.92,Debit Card,Tablet,0.33,0,0
TXN0000354,CUST010652,PROD01357,2021-09-06,621.43,UPI,Desktop,0.08,8,0
TXN0000355,CUST015063,PROD01869,2021-12-27,42.82,Crypto,Desktop,0.04,5,0
TXN0000356,CUST023624,PROD01395,2022-08-10,464.97,Crypto,Desktop,0.32,4,0
TXN0000357,CUST008078,PROD00572,2022-02-16,457.88,Debit Card,Desktop,0.01,4,0
TXN0000358,CUST023099,PROD00425,2022-11-14,554.47,PayPal,Desktop,0.29,7,0
TXN0000359,CUST023648,PROD00561,2020-08-12,185.17,Crypto,Tablet,0.47,1,0
TXN0000360,CUST012929,PROD01677,2020-12-07,516.49,PayPal,Mobile,0.29,2,0
TXN0000361,CUST023401,PROD00162,2020-12-10,509.83,PayPal,Tablet,0.19,7,0
TXN0000362,CUST006622,PROD01696,2022-01-08,345.03,Crypto,Tablet,0.32,4,0
TXN0000363,CUST003580,PROD01261,2023-02-26,309.94,Debit Card,Mobile,0.23,9,0
TXN0000364,CUST017402,PROD00463,2022-07-30,565.47,Credit Card,Mobile,0.27,3,0
TXN0000365,CUST023507,PROD00968,2019-07-25,406.36,Debit Card,Mobile,0.47,10,0
TXN0000366,CUST005176,PROD00834,2022-08-30,332.55,UPI,Tablet,0.19,7,0
TXN0000367,CUST009413,PROD00658,2020-08-07,432.92,Credit Card,Mobile,0.48,10,0
TXN0000368,CUST007610,PROD01096,2023-02-21,44.18,Debit Card,Desktop,0.45,0,0
TXN0000369,CUST005761,PROD01913,2024-02-27,567.53,UPI,Desktop,0.1,0,0
TXN0000370,CUST024544,PROD01971,2023-11-22,397.02,Credit Card,Mobile,0.03,4,0
TXN0000371,CUST019752,PROD00220,2024-03-16,347.96,PayPal,Desktop,0.05,5,0
TXN0000372,CUST017803,PROD01074,2021-10-08,726.4,Crypto,Desktop,0.01,2,0
TXN0000373,CUST003692,PROD00678,2019-11-29,539.12,PayPal,Tablet,0.05,7,0
TXN0000374,CUST024138,PROD00691,2023-06-08,500.26,Crypto,Tablet,0.34,4,0
TXN0000375,CUST005751,PROD01252,2023-10-20,664.9,UPI,Desktop,0.04,10,0
TXN0000376,CUST002843,PROD00821,2022-10-02,834.86,Debit Card,Mobile,0.16,1,0
TXN0000377,CUST008129,PROD00014,2020-06-18,256.91,Debit Card,Desktop,0.42,6,0
TXN0000378,CUST010802,PROD00619,2022-04-07,910.14,Credit Card,Desktop,0.01,9,0
TXN0000379,CUST022701,PROD00484,2019-05-08,404.05,Credit Card,Desktop,0.41,10,0
TXN0000380,CUST013285,PROD01406,2021-10-26,706.03,Credit Card,Tablet,0.14,4,0
TXN0000381,CUST009668,PROD00753,2022-06-12,488.67,Debit Card,Mobile,0.06,3,0
TXN0000382,CUST014909,PROD01532,2022-05-25,205.16,UPI,Tablet,0.35,5,0
TXN0000383,CUST015429,PROD01552,2022-01-05,586.4,Debit Card,Mobile,0.31,10,0
TXN0000384,CUST019524,PROD01789,2023-06-01,289.85,Crypto,Desktop,0.44,1,0
TXN0000385,CUST011855,PROD00160,2024-02-22,350.34,Credit Card,Mobile,0.37,9,0
TXN0000386,CUST016564,PROD00415,2022-03-18,463.24,Debit Card,Mobile,0.4,8,0
TXN0000387,CUST017051,PROD00905,2019-08-27,302.17,Debit Card,Tablet,0.14,10,0
TXN0000388,CUST002980,PROD01841,2021-11-11,759.99,Credit Card,Desktop,0.09,7,0
TXN0000389,CUST013613,PROD00936,2022-02-28,606.0,Crypto,Desktop,0.38,0,0
TXN0000390,CUST010099,PROD01482,2019-02-14,241.4,PayPal,Mobile,0.4,6,0
TXN0000391,CUST018951,PROD00150,2019-04-03,377.31,PayPal,Tablet,0.5,6,0
TXN0000392,CUST001975,PROD01915,2024-01-06,658.25,UPI,Mobile,0.21,1,0
TXN0000393,CUST005898,PROD01575,2019-10-05,168.66,UPI,Desktop,0.19,10,0
TXN0000394,CUST012534,PROD00919,2023-11-16,559.92,UPI,Mobile,0.39,6,0
TXN0000395,CUST021686,PROD01792,2022-01-09,649.78,PayPal,Mobile,0.17,2,0
TXN0000396,CUST017605,PROD00805,2021-12-19,258.72,Debit Card,Mobile,0.47,2,0
TXN0000397,CUST009777,PROD00949,2022-10-11,330.17,UPI,Tablet,0.43,8,0
TXN0000398,CUST007526,PROD00507,2021-08-01,195.34,Debit Card,Desktop,0.21,5,0
TXN0000399,CUST023758,PROD01568,2019-08-20,48.36,UPI,Tablet,0.38,0,0
TXN0000400,CUST000513,PROD00493,2020-02-27,501.46,Credit Card,Tablet,0.38,1,1
TXN0000401,CUST019589,PROD01377,2022-12-11,284.37,Debit Card,Tablet,0.05,0,0
TXN0000402,CUST014384,PROD00480,2022-01-10,388.39,Credit Card,Mobile,0.45,3,0
TXN0000403,CUST009479,PROD00480,2023-07-29,529.62,PayPal,Tablet,0.25,9,0
TXN0000404,CUST022038,PROD01677,2020-10-18,429.2,PayPal,Mobile,0.41,3,0
TXN0000405,CUST017081,PROD00453,2021-04-26,757.01,PayPal,Mobile,0.16,4,0
TXN0000406,CUST019388,PROD01802,2023-02-14,138.26,UPI,Tablet,0.45,2,0
TXN0000407,CUST011286,PROD01929,2022-08-10,17.68,UPI,Tablet,0.19,10,0
TXN0000408,CUST013643,PROD00837,2019-11-02,839.25,UPI,Mobile,0.01,4,0
TXN0000409,CUST015517,PROD00494,2023-10-06,241.13,PayPal,Tablet,0.45,3,0
TXN0000410,CUST015173,PROD01874,2019-04-29,186.7,UPI,Desktop,0.05,8,0
TXN0000411,CUST004394,PROD00796,2020-05-12,490.8,Debit Card,Desktop,0.16,4,0
TXN0000412,CUST014739,PROD01735,2021-01-29,335.17,Crypto,Tablet,0.48,1,0
TXN0000413,CUST001689,PROD00550,2021-02-11,430.01,Crypto,Tablet,0.48,10,1
TXN0000414,CUST002385,PROD00386,2023-07-06,535.3,Crypto,Mobile,0.29,9,0
TXN0000415,CUST010911,PROD00621,2024-05-13,528.75,Debit Card,Mobile,0.32,0,0
TXN0000416,CUST003845,PROD01530,2023-03-25,105.35,Debit Card,Tablet,0.22,7,0
TXN0000417,CUST006702,PROD00813,2024-02-18,330.29,Crypto,Desktop,0.15,3,0
TXN0000418,CUST012474,PROD00955,2021-12-28,798.6,PayPal,Desktop,0.16,10,0
TXN0000419,CUST016804,PROD01808,2021-10-15,206.53,Credit Card,Tablet,0.34,7,0
TXN0000420,CUST010494,PROD01873,2020-02-21,544.19,PayPal,Desktop,0.38,5,1
TXN0000421,CUST007251,PROD01519,2019-10-26,276.74,PayPal,Tablet,0.4,0,0
TXN0000422,CUST018978,PROD01475,2021-05-05,366.83,Debit Card,Mobile,0.39,4,0
TXN0000423,CUST012447,PROD01167,2023-09-03,190.64,UPI,Tablet,0.05,3,0
TXN0000424,CUST022442,PROD00692,2020-06-11,658.83,UPI,Desktop,0.25,7,0
TXN0000425,CUST011541,PROD00347,2019-10-14,67.93,UPI,Mobile,0.03,8,0
TXN0000426,CUST017765,PROD01315,2024-05-14,64.76,Crypto,Mobile,0.27,0,0
TXN0000427,CUST002436,PROD01936,2023-08-03,72.5,Credit Card,Mobile,0.22,10,0
TXN0000428,CUST020667,PROD00474,2019-05-20,523.16,Credit Card,Mobile,0.44,2,0
TXN0000429,CUST012230,PROD00124,2022-06-19,60.69,Crypto,Desktop,0.18,10,0
TXN0000430,CUST000516,PROD00014,2021-12-25,416.37,UPI,Mobile,0.06,8,1
TXN0000431,CUST023665,PROD00563,2022-01-02,858.52,Credit Card,Tablet,0.07,4,0
TXN0000432,CUST022087,PROD00882,2023-07-10,400.48,Credit Card,Mobile,0.38,2,0
TXN0000433,CUST007897,PROD00394,2022-06-23,375.06,PayPal,Desktop,0.31,8,0
TXN0000434,CUST013006,PROD00162,2021-02-03,597.95,UPI,Tablet,0.05,6,0
TXN0000435,CUST022848,PROD00463,2020-09-06,743.63,Credit Card,Tablet,0.04,10,0
TXN0000436,CUST021296,PROD01556,2019-03-06,462.05,UPI,Desktop,0.35,1,0
TXN0000437,CUST015598,PROD00115,2022-07-28,170.25,Debit Card,Mobile,0.04,0,0
TXN0000438,CUST014219,PROD01321,2023-05-26,339.89,Crypto,Mobile,0.41,5,0
TXN0000439,CUST001395,PROD00471,2020-03-08,136.38,UPI,Desktop,0.35,9,0
TXN0000440,CUST002437,PROD01402,2024-03-10,925.11,Crypto,Tablet,0.04,4,0
TXN0000441,CUST005878,PROD01903,2023-10-08,860.49,Credit Card,Mobile,0.04,5,0
TXN0000442,CUST024650,PROD01681,2022-12-30,389.33,Credit Card,Desktop,0.49,6,0
TXN0000443,CUST007880,PROD01161,2023-09-06,127.92,Crypto,Desktop,0.19,6,0
TXN0000444,CUST024240,PROD00287,2023-06-07,459.29,Crypto,Tablet,0.19,1,0
TXN0000445,CUST001760,PROD00201,2021-06-14,102.12,Credit Card,Desktop,0.41,3,0
TXN0000446,CUST020116,PROD01956,2022-05-04,236.1,PayPal,Mobile,0.47,6,0
TXN0000447,CUST014764,PROD01005,2020-04-12,158.22,Crypto,Desktop,0.49,5,0
TXN0000448,CUST022273,PROD01200,2022-09-15,344.04,Credit Card,Tablet,0.38,6,0
TXN0000449,CUST008076,PROD01461,2019-05-31,54.05,PayPal,Mobile,0.19,1,0
TXN0000450,CUST020772,PROD00316,2023-02-23,15.3,PayPal,Desktop,0.04,6,0
TXN0000451,CUST000171,PROD01932,2020-09-23,558.91,PayPal,Desktop,0.39,7,0
TXN0000452,CUST002861,PROD00384,2021-06-01,624.93,Crypto,Tablet,0.28,7,0
TXN0000453,CUST003385,PROD00054,2019-07-03,576.37,Crypto,Mobile,0.21,5,0
TXN0000454,CUST010631,PROD01769,2021-02-27,239.62,PayPal,Desktop,0.45,0,0
TXN0000455,CUST002776,PROD01485,2024-01-20,783.44,Debit Card,Tablet,0.06,8,0
TXN0000456,CUST022457,PROD00780,2019-12-14,279.16,PayPal,Desktop,0.25,2,0
TXN0000457,CUST004782,PROD00130,2019-12-09,179.73,PayPal,Desktop,0.01,6,0
TXN0000458,CUST002521,PROD00740,2020-05-30,219.53,UPI,Tablet,0.23,3,0
TXN0000459,CUST015004,PROD00220,2019-10-05,355.28,Credit Card,Desktop,0.03,4,0
TXN0000460,CUST020323,PROD00779,2023-07-05,111.78,UPI,Desktop,0.06,5,0
TXN0000461,CUST021334,PROD01996,2022-05-02,17.8,PayPal,Desktop,0.06,2,0
TXN0000462,CUST022784,PROD00412,2021-09-08,24.47,Debit Card,Desktop,0.32,5,0
TXN0000463,CUST009551,PROD01506,2022-11-24,258.51,UPI,Tablet,0.37,10,0
TXN0000464,CUST010679,PROD00771,2020-07-28,362.01,PayPal,Mobile,0.29,6,0
TXN0000465,CUST006548,PROD01213,2022-01-22,478.99,Crypto,Mobile,0.48,2,0
TXN0000466,CUST015127,PROD01932,2022-12-21,742.15,UPI,Desktop,0.19,3,0
TXN0000467,CUST002267,PROD01678,2023-10-03,459.94,UPI,Mobile,0.14,6,0
TXN0000468,CUST007931,PROD00518,2022-09-10,344.05,UPI,Desktop,0.43,2,0
TXN0000469,CUST019594,PROD00982,2022-04-07,637.11,Crypto,Tablet,0.11,6,0
TXN0000470,CUST022666,PROD00857,2022-01-18,418.32,PayPal,Tablet,0.48,0,0
TXN0000471,CUST017594,PROD01217,2022-07-30,592.94,Credit Card,Mobile,0.01,1,0
TXN0000472,CUST011633,PROD00341,2022-08-18,363.44,Credit Card,Tablet,0.48,9,0
TXN0000473,CUST022200,PROD01325,2021-03-29,273.28,UPI,Mobile,0.02,5,1
TXN0000474,CUST008479,PROD00455,2021-11-11,343.67,Crypto,Tablet,0.45,8,0
TXN0000475,CUST007243,PROD00913,2021-02-05,733.61,UPI,Tablet,0.26,6,0
TXN0000476,CUST016400,PROD00309,2020-12-07,214.04,UPI,Mobile,0.5,0,0
TXN0000477,CUST002814,PROD00238,2023-08-30,573.75,PayPal,Desktop,0.04,2,0
TXN0000478,CUST006779,PROD01068,2021-09-16,364.05,UPI,Mobile,0.28,5,0
TXN0000479,CUST022832,PROD00927,2020-10-15,233.12,PayPal,Mobile,0.48,1,0
TXN0000480,CUST003772,PROD00047,2023-10-06,271.44,Credit Card,Tablet,0.26,5,0
TXN0000481,CUST024265,PROD00500,2021-11-22,321.66,Crypto,Mobile,0.31,2,0
TXN0000482,CUST013972,PROD01963,2021-08-04,369.21,UPI,Tablet,0.35,3,0
TXN0000483,CUST020988,PROD01347,2021-06-04,509.07,Credit Card,Tablet,0.23,6,0
TXN0000484,CUST006466,PROD00921,2022-04-27,104.58,UPI,Mobile,0.31,6,0
TXN0000485,CUST006744,PROD00571,2023-03-21,110.94,Crypto,Mobile,0.29,1,0
TXN0000486,CUST017593,PROD00383,2021-01-19,439.14,Debit Card,Desktop,0.45,5,0
TXN0000487,CUST021978,PROD01767,2021-09-29,422.59,PayPal,Tablet,0.02,8,0
TXN0000488,CUST012863,PROD01203,2019-08-22,710.86,PayPal,Desktop,0.14,5,0
TXN0000489,CUST022073,PROD01446,2023-06-28,30.83,Crypto,Tablet,0.48,4,1
TXN0000490,CUST004390,PROD00642,2019-08-30,197.3,PayPal,Mobile,0.45,3,0
TXN0000491,CUST022723,PROD00290,2021-11-12,143.24,UPI,Tablet,0.23,6,0
TXN0000492,CUST012574,PROD00867,2020-01-16,198.62,Crypto,Tablet,0.31,7,0
TXN0000493,CUST005677,PROD01137,2019-12-08,210.95,PayPal,Mobile,0.14,7,0
TXN0000494,CUST014779,PROD01269,2019-04-20,239.67,Credit Card,Desktop,0.09,5,0
TXN0000495,CUST012582,PROD01974,2022-02-24,452.67,UPI,Desktop,0.23,8,0
TXN0000496,CUST013620,PROD01455,2023-09-17,627.19,UPI,Mobile,0.18,7,0
TXN0000497,CUST001012,PROD01630,2023-04-08,486.67,PayPal,Mobile,0.29,3,0
TXN0000498,CUST017617,PROD00592,2019-12-11,917.34,Crypto,Tablet,0.04,7,0
TXN0000499,CUST016231,PROD01126,2021-11-12,397.36,Crypto,Mobile,0.49,1,0
TXN0000500,CUST017797,PROD01687,2021-01-21,285.79,Credit Card,Tablet,0.49,8,0
TXN0000501,CUST007162,PROD00871,2019-07-29,546.09,Debit Card,Desktop,0.35,10,0
TXN0000502,CUST001057,PROD00922,2020-06-22,328.82,Credit Card,Desktop,0.27,5,0
TXN0000503,CUST003847,PROD01589,2023-07-21,459.6,Debit Card,Tablet,0.15,3,0
TXN0000504,CUST011490,PROD01764,2022-12-26,425.89,UPI,Mobile,0.41,9,0
TXN0000505,CUST006771,PROD01667,2020-02-28,539.0,Crypto,Desktop,0.34,0,0
TXN0000506,CUST019558,PROD01104,2019-12-11,429.57,PayPal,Desktop,0.08,5,0
TXN0000507,CUST016857,PROD01844,2022-10-23,159.94,Debit Card,Desktop,0.46,1,0
TXN0000508,CUST009088,PROD01776,2022-09-05,342.58,Debit Card,Mobile,0.41,2,0
TXN0000509,CUST010555,PROD01697,2020-05-21,306.83,UPI,Desktop,0.47,10,0
TXN0000510,CUST020723,PROD00551,2022-07-09,26.23,UPI,Desktop,0.36,6,0
TXN0000511,CUST003051,PROD00826,2021-11-21,600.73,PayPal,Desktop,0.31,4,0
TXN0000512,CUST010725,PROD01192,2019-01-06,781.71,UPI,Tablet,0.21,1,0
TXN0000513,CUST011739,PROD01742,2019-05-10,189.75,UPI,Mobile,0.47,8,0
TXN0000514,CUST006942,PROD01014,2020-07-03,297.03,PayPal,Desktop,0.43,5,0
TXN0000515,CUST004280,PROD01160,2023-10-12,527.49,PayPal,Tablet,0.02,7,0
TXN0000516,CUST001506,PROD00204,2022-07-06,685.02,Credit Card,Mobile,0.01,7,0
TXN0000517,CUST005177,PROD00904,2021-07-23,240.44,UPI,Mobile,0.19,0,0
TXN0000518,CUST004323,PROD01807,2022-08-24,291.2,Debit Card,Desktop,0.41,4,0
TXN0000519,CUST011811,PROD00513,2019-06-18,94.47,Debit Card,Mobile,0.49,5,0
TXN0000520,CUST010011,PROD01487,2022-12-03,385.24,UPI,Tablet,0.08,3,0
TXN0000521,CUST003119,PROD00003,2020-03-13,43.95,Credit Card,Mobile,0.3,7,0
TXN0000522,CUST017022,PROD01393,2021-06-30,473.69,Credit Card,Tablet,0.19,0,0
TXN0000523,CUST003952,PROD01762,2021-05-14,463.67,UPI,Mobile,0.48,2,0
TXN0000524,CUST002928,PROD01497,2023-07-09,453.16,Credit Card,Desktop,0.42,1,0
TXN0000525,CUST009806,PROD00281,2021-02-22,10.46,Debit Card,Mobile,0.42,2,0
TXN0000526,CUST000278,PROD01250,2022-08-24,318.89,UPI,Desktop,0.23,2,0
TXN0000527,CUST020581,PROD01533,2019-11-07,589.73,Crypto,Tablet,0.21,6,0
TXN0000528,CUST007119,PROD00178,2024-01-11,859.76,Debit Card,Mobile,0.14,1,0
TXN0000529,CUST012584,PROD00720,2024-05-26,340.66,PayPal,Mobile,0.03,6,0
TXN0000530,CUST021123,PROD00173,2020-05-23,216.36,Crypto,Tablet,0.43,8,0
TXN0000531,CUST009337,PROD01596,2024-04-11,224.19,PayPal,Mobile,0.41,0,0
TXN0000532,CUST016697,PROD00387,2023-03-12,436.24,PayPal,Tablet,0.5,6,0
TXN0000533,CUST007843,PROD01014,2021-03-01,260.56,Debit Card,Desktop,0.5,1,0
TXN0000534,CUST002327,PROD01082,2023-12-26,502.52,PayPal,Desktop,0.28,0,0
TXN0000535,CUST018625,PROD00862,2021-01-18,280.3,Debit Card,Desktop,0.38,8,0
TXN0000536,CUST002392,PROD00035,2022-04-17,168.42,Credit Card,Desktop,0.47,1,0
TXN0000537,CUST001982,PROD01943,2023-06-05,370.69,Crypto,Desktop,0.42,6,0
TXN0000538,CUST016419,PROD01572,2021-04-30,662.95,UPI,Mobile,0.12,6,0
TXN0000539,CUST017618,PROD01262,2019-11-09,637.11,Credit Card,Desktop,0.23,4,0
TXN0000540,CUST006659,PROD01996,2023-07-13,17.8,Crypto,Desktop,0.06,2,0
TXN0000541,CUST020785,PROD01564,2023-09-06,507.47,Credit Card,Desktop,0.48,10,0
TXN0000542,CUST023920,PROD01953,2023-09-30,103.71,Credit Card,Mobile,0.3,3,0
TXN0000543,CUST014238,PROD00238,2021-07-17,531.92,Crypto,Mobile,0.11,9,0
TXN0000544,CUST024304,PROD01348,2023-02-25,193.37,Credit Card,Mobile,0.34,2,0
TXN0000545,CUST022987,PROD00024,2019-12-02,681.0,PayPal,Tablet,0.31,7,0
TXN0000546,CUST023619,PROD00531,2019-12-08,569.06,Debit Card,Tablet,0.18,5,0
TXN0000547,CUST008807,PROD01502,2023-12-21,10.74,Credit Card,Desktop,0.06,1,0
TXN0000548,CUST008913,PROD01073,2019-05-11,111.84,Crypto,Tablet,0.34,4,0
TXN0000549,CUST014916,PROD01047,2021-01-07,387.64,UPI,Tablet,0.26,0,0
TXN0000550,CUST005155,PROD00523,2023-05-03,408.22,Crypto,Tablet,0.39,1,0
TXN0000551,CUST007485,PROD01518,2021-11-08,18.53,Credit Card,Mobile,0.26,0,0
TXN0000552,CUST015459,PROD00746,2021-02-23,339.3,Debit Card,Mobile,0.43,2,0
TXN0000553,CUST023398,PROD01517,2022-09-04,482.78,Debit Card,Desktop,0.28,6,0
TXN0000554,CUST023603,PROD00656,2020-07-09,424.68,Crypto,Desktop,0.28,1,0
TXN0000555,CUST022064,PROD01848,2019-04-18,364.73,Debit Card,Tablet,0.44,2,0
TXN0000556,CUST013138,PROD00142,2023-12-02,397.56,PayPal,Desktop,0.2,7,0
TXN0000557,CUST018124,PROD00936,2019-01-17,909.0,Debit Card,Desktop,0.07,5,0
TXN0000558,CUST009959,PROD01515,2022-06-29,215.74,UPI,Desktop,0.01,3,0
TXN0000559,CUST016167,PROD01583,2023-05-09,120.24,Crypto,Mobile,0.38,3,0
TXN0000560,CUST013437,PROD00049,2020-04-22,199.01,PayPal,Tablet,0.31,8,0
TXN0000561,CUST000315,PROD01948,2020-11-17,96.58,UPI,Tablet,0.35,0,0
TXN0000562,CUST003407,PROD00421,2021-12-21,242.66,UPI,Desktop,0.11,3,0
TXN0000563,CUST004666,PROD01458,2020-07-27,362.49,Credit Card,Mobile,0.07,1,0
TXN0000564,CUST017032,PROD00846,2022-12-06,826.62,UPI,Tablet,0.01,5,0
TXN0000565,CUST003132,PROD01036,2019-10-01,358.53,UPI,Mobile,0.18,10,0
TXN0000566,CUST002041,PROD00891,2022-09-18,459.09,Debit Card,Desktop,0.29,2,0
TXN0000567,CUST010323,PROD01897,2023-06-29,120.7,PayPal,Desktop,0.2,6,0
TXN0000568,CUST007655,PROD00153,2024-04-16,12.71,Debit Card,Tablet,0.22,3,0
TXN0000569,CUST003463,PROD00337,2021-07-09,139.38,PayPal,Desktop,0.45,7,0
TXN0000570,CUST011741,PROD01976,2023-04-27,596.75,UPI,Desktop,0.17,3,0
TXN0000571,CUST003930,PROD00186,2019-11-19,300.79,PayPal,Tablet,0.26,10,0
TXN0000572,CUST001322,PROD00441,2023-09-08,153.03,Debit Card,Mobile,0.39,5,0
TXN0000573,CUST011657,PROD00812,2021-11-17,233.57,PayPal,Desktop,0.2,0,0
TXN0000574,CUST005698,PROD00064,2024-05-03,169.49,UPI,Tablet,0.31,6,0
TXN0000575,CUST008188,PROD00194,2021-08-04,149.31,Debit Card,Mobile,0.43,1,1
TXN0000576,CUST007284,PROD00268,2020-02-10,83.09,PayPal,Tablet,0.47,6,0
TXN0000577,CUST021126,PROD00173,2022-04-07,353.01,PayPal,Mobile,0.07,9,1
